shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
Hoka One One Ancapa Desert Sun Golden Yellow (W), Hoka One One, 64176563, 170, undefined, undefined, undefined, 637501711cb69837c6530249, Hoka One One Ancapa, Desert Sun/Golden Yellow, , 
Hoka One One Bondi X Yellow Pear, Hoka One One, 1113512-YPRY, 200, 205, 187, undefined, 637501711cb69837c653024a, Hoka One One Bondi X, Yellow Pear/Radiant Yellow, 2022-03-26, 
Hoka One One Carbon X 2 Dazzling Blue Green Ash, Hoka One One, 1113526-DBGA, 180, undefined, undefined, undefined, 637501711cb69837c653024b, Hoka One One Carbon X 2, Dazzling Blue/Green Ash, , 
Hoka One One Ora Recovery Slide Swirl Atlantis Blue Coral, Hoka One One, 1126856-ABCL, 55, 236, undefined, undefined, 637501711cb69837c653024c, Hoka One One Ora Recovery Slide, Atlantis /Blue Coral, , 
Hoka One One Bondi L Suede Blue Glass (All Gender), Hoka One One, 1122572-BGAT, 190, 234, undefined, undefined, 637501711cb69837c653024d, Hoka One One Bondi L Suede, Blue Glass/Atlantis, 2022-04-16, 
Hoka One One Mach 5 Mountain Spring Orange, Hoka One One, 1127893-MSPBL, 140, 186, 136, undefined, 637501711cb69837c653024e, Hoka One One Mach 5, Mountain Spring / Puffin's Bill, , 
Hoka One One Gaviota 4 Blue Graphite, Hoka One One, 1123198-BBGP, 170, 258, undefined, undefined, 637501711cb69837c653024f, Hoka One One Gaviota 4, Bluing/Blue Graphite, 2022-04-16, 
Hoka One One Ora Recovery Slide Swirl Yellow Pear Fiesta, Hoka One One, 1126856-YPFS, 55, 236, undefined, undefined, 637501711cb69837c6530250, Hoka One One Ora Recovery Slide, Yellow Pear/Fiesta, , 
Hoka One One Bondi L Gore-Tex Deep Teal Kayaking (All Gender), Hoka One One, 1129973-DTKY, 180, 188, undefined, undefined, 637501711cb69837c6530251, Hoka One One Bondi L Gore-Tex, Deep Teal/Kayaking, , 
Hoka One One Kawana Black White, Hoka One One, 1123163-BWHT, undefined, 224, 126, undefined, 637501711cb69837c6530252, Hoka One One Kawana, Black/White, , 
Hoka One One Carbon X-SPE Team Kit, Hoka One One, 1110512-TWH, 200, 300, undefined, undefined, 637501711cb69837c6530253, Hoka One One Carbon X-SPE, Tofu/White, 2020-08-18, 
Hoka One One Carbon X 2 Diva Blue Citrus, Hoka One One, 1113526-DBCTR, 180, 295, undefined, undefined, 637501711cb69837c6530254, Hoka One One Carbon X 2, Diva Blue/Citrus, , 
Hoka Ora Luxe White White (All Gender), Hoka One One, 1134150-WWH, 80, undefined, 160, undefined, 637501711cb69837c6530255, Hoka Ora Luxe, White/White, , 
Hoka One One Gaviota 4 Festival Fuchsia Blue Graphite, Hoka One One, 1123199-FFBG, 170, 258, 200, undefined, 637501711cb69837c6530256, Hoka One One Gaviota 4, Festival Fuchsia/Blue Graphite, , 
Hoka One One Mafate Speed 3 Coastal Shade, Hoka One One, 1113530-CSRY, 180, 229, undefined, undefined, 637501711cb69837c6530257, Hoka One One Mafate Speed 3, Coastal Shade Radient Yellow, 2021-01-01, 
Hoka One One Speedgoat 4 Fiesta Provincal Blue, Hoka One One, 1106525-FPBL, 145, 243, undefined, undefined, 637501711cb69837c6530258, Hoka One One Speedgoat 4, Fiesta/Provincal Blue, 2019-11-15, 
Hoka One One Mafate Speed 3 Dazzling Blue Atlantis, Hoka One One, 1113531-DBAT, 180, undefined, undefined, undefined, 637501711cb69837c6530259, Hoka One One Mafate Speed 3, Dazzling Blue/Atlantis, 2021-01-01, 
Hoka One One Clifton 8 Outer Space Bellweather Blue (W), Hoka One One, 1119394-OSBB, 140, 212, 228, undefined, 637501711cb69837c653025a, Hoka One One Clifton 8, Outer Space/Bellwether Blue, , 
Hoka One One Gaviota 4 Harbor Mist Butterfly (Wide), Hoka One One, 1123200-HMBT, 170, undefined, undefined, undefined, 637501711cb69837c653025b, Hoka One One Gaviota 4, Harbor Mist/Butterfly, , 
Hoka One One Clifton Edge Citrus, Hoka One One, 1110510-CSWH, 160, undefined, undefined, undefined, 637501711cb69837c653025c, Hoka One One Clifton Edge, Citrus/White, 2020-07-01, 
Hoka One One Carbon X 3 Festival Fuchsia (W), Hoka One One, 1123193-FFBL, 200, 292, undefined, undefined, 637501711cb69837c653025d, Hoka One One Carbon X 3, Festival Fuchsia/Black, 2022-03-01, 
Hoka One One Carbon X 2 Hot Coral (W), Hoka One One, 1113527-HCBI, 180, 218, undefined, undefined, 637501711cb69837c653025e, Hoka One One Carbon X 2, Hot Coral/Black Iris, , 
Hoka One One Hopara Blue Graphite Orange (All Gender), Hoka One One, 1123112-BTPO, 130, 176, undefined, undefined, 637501711cb69837c653025f, Hoka One One Hopara, Blue Graphite/Persimmon Orange, 2022-03-01, 
Hoka One One Clifton 8 Black White (Wide), Hoka One One, 1121374-BWHT, 140, 147, 106, undefined, 637501711cb69837c6530260, Hoka One One Clifton 8, Black/White, , 
Hoka One One Carbon X 2 Luminary Green Hot Coral (W), Hoka One One, 1113527-LGHC, 180, 218, undefined, undefined, 637501711cb69837c6530261, Hoka One One Carbon X 2, Luminary Green/Hot Coral, , 
Hoka One One Tennine Hike Gore-Tex Ombre Blue, Hoka One One, 1113510-OBGS, 250, undefined, undefined, undefined, 637501711cb69837c6530262, Hoka One One Tennine Hike Gore-Tex, Ombre Blue/Green Sheen, , 
Hoka One One Bondi X Blue Glass (W), Hoka One One, 1113513-BGBS, 200, 193, undefined, undefined, 637501711cb69837c6530263, Hoka One One Bondi X, Blue Glass/Bellowing Sail, , 
Hoka One One Clifton Edge Almond Milk Beige, Hoka One One, 1110510-AMBG, 160, undefined, undefined, undefined, 637501711cb69837c6530264, Hoka One One Clifton Edge, Almond Milk/Beige, 2020-07-01, 
Hoka One One Speedgoat 5 Fiesta Red Radiant Yellow, Hoka One One, 1123157-FRYL, 155, 157, undefined, undefined, 637501711cb69837c6530265, Hoka One One Speedgoat 5, Fiesta/Radiant Yellow, , 
Hoka One One Mafate Speed 3 Festival Fuchsia, Hoka One One, 1113531-FFBT, 180, undefined, 150, undefined, 637501711cb69837c6530266, Hoka One One Mafate Speed 3, Festival Fuchsia/Butterfly, 2021-01-01, 
Hoka One One Speedgoat 5 Purple Impression Bluing (W), Hoka One One, 1123158-PIBN, 155, 238, undefined, undefined, 637501711cb69837c6530267, Hoka One One Speedgoat 5, Purple Impression/Bluing, , 
Hoka One One Rincon 3 Plein Air Green Ash, Hoka One One, 1119395-PAGA, 120, 207, undefined, undefined, 637501711cb69837c6530268, Hoka One One Rincon 3, Plein Air/Green Ash, , 
Hoka One One Clifton Clifton Edge Geometric White Dazzling Blue (All Gender), Hoka One One, 1122570-DBBF, 180, undefined, undefined, undefined, 637501711cb69837c6530269, Hoka One One Clifton Clifton Edge, Dazzling Blue/Blue Flower, , 
Hoka One One Mach 4 Together, Hoka One One, 1113528-TGT, 130, 213, undefined, undefined, 637501711cb69837c653026a, Hoka One One Mach 4, Together, , 
Hoka One One Kaha Gore-Tex Frost Grey Aqua Haze (W), Hoka One One, 1112031-FGAH, 220, 280, undefined, undefined, 637501711cb69837c653026b, Hoka One One Kaha Gore-Tex, Frost Grey/Aqua Haze, , 
Hoka One One Kaha Low Gore-Tex Simply Taupe, Hoka One One, 1118586-STBCR, 200, 601, undefined, undefined, 637501711cb69837c653026c, Hoka One One Kaha Low Gore-Tex, Simply Taupe/Bungee Cord, , 
Hoka One One Bondi 7 Blue Haze Orange Pink (W), Hoka One One, 1110519-BHBI, 160, undefined, undefined, undefined, 637501711cb69837c653026d, Hoka One One Bondi 7, Blue Haze/Black Iris, , 
Hoka One One Clifton 8 Bellwether Blue Scuba Blue, Hoka One One, 1119393-BBSB, 140, undefined, undefined, undefined, 637501711cb69837c653026e, Hoka One One Clifton 8, Bellwether Blue/Scuba Blue, , 
Hoka One One Bondi L Auburn Chili (All Gender), Hoka One One, 1110538-ACHL, 170, undefined, undefined, undefined, 637501711cb69837c653026f, Hoka One One Bondi L, Auburn/Chili, , 
Hoka One One Bondi L Black (All Gender), Hoka One One, 1110538-BRVN, 170, undefined, 105, undefined, 637501711cb69837c6530270, Hoka One One Bondi L, Black/Raven, , 
Hoka One One Rocket X Fiesta (All Gender), Hoka One One, 1113532-FTBC, 180, undefined, 237, undefined, 637501711cb69837c6530271, Hoka One One Rocket X, Fiesta/Black, , 
Hoka One One Carbon X 2 White Blazing Orange (W), Hoka One One, 1113527-WBOR, 180, undefined, undefined, undefined, 637501711cb69837c6530272, Hoka One One Carbon X 2, White/Blazing Orange, , 
Hoka One One Challenger ATR 6 Gore-Tex Black Olive, Hoka One One, 1116876-BBOLV, 150, undefined, 152, undefined, 637501711cb69837c6530273, Hoka One One Challenger ATR 6 Gore-Tex, Black/Black Olive, , 
Hoka One One Tecton X Thyme Fiesta, Hoka One One, 1123161-TFST, 140, undefined, undefined, undefined, 637501711cb69837c6530274, Hoka One One Tecton X, Thyme/Fiesta, , 
Hoka One One Clifton L Gore-Tex Goblin Blue Stone Blue (All Gender), Hoka One One, 1129972-GBSB, 160, undefined, undefined, undefined, 637501711cb69837c6530275, Hoka One One Clifton L Gore-Tex, Goblin Blue/Stone Blue, , 
Hoka One One Clifton L Wan Blue Mandarin Red (All Gender), Hoka One One, 1114770-WBMR, 150, undefined, undefined, undefined, 637501711cb69837c6530276, Hoka One One Clifton L, Wan Blue/Mandarin Red, 2022-03-01, 
Hoka Ora Luxe Summer Song Ice Flow Blue (All Gender), Hoka One One, 1134150-SSIF, 80, undefined, 81, undefined, 637501711cb69837c6530277, Hoka Ora Luxe, Summer Song/Ice Flow, , 
Hoka One One Arahi 6 Short Bread Fiesta, Hoka One One, 1123194-SBFS, 140, undefined, undefined, undefined, 637501711cb69837c6530278, Hoka One One Arahi 6, Short Bread/Fiesta, , 
Hoka One One Mach 5 Evening Primrose Scuba Blue, Hoka One One, 1127893-EPSB, 140, undefined, 136, undefined, 637501711cb69837c6530279, Hoka One One Mach 5, Evening Primrose/Scuba Blue, , 
Hoka One One Clifton Edge Nimbus Cloud Green Blue (W), Hoka One One, 1110511-NCGR, 160, undefined, undefined, undefined, 637501711cb69837c653027a, Hoka One One Clifton Edge, Nimbus Cloud/Greenbriar, 2020-07-01, 
Hoka One One Clifton Edge Eggshell Blue (W), Hoka One One, 1110511-EBWH, 160, undefined, 150, undefined, 637501711cb69837c653027b, Hoka One One Clifton Edge, Eggshell Blue/White, 2020-07-01, 
Hoka One One Challenger ATR 6 Outer Space Radiant Yellow, Hoka One One, 1106510-OSRY, 140, undefined, undefined, undefined, 637501711cb69837c653027c, Hoka One One Challenger ATR 6, Outer Space/Radiant Yellow, , 
Hoka One One Clifton 8 Butterfly Yellow Summer Song, Hoka One One, 1119393-BSSNG, 140, undefined, 228, undefined, 637501711cb69837c653027d, Hoka One One Clifton 8, Butterfly/Summer Song, , 
Hoka One One Clifton Edge Team Kit Vintage Indigo (W), Hoka One One, 1110511-VITF, 160, undefined, undefined, undefined, 637501711cb69837c653027e, Hoka One One Clifton Edge, Vintage Indigo/Tofu, 2020-07-01, 
Hoka One One Ora Recovery Slide 2 Blue Coral Butterfly, Hoka One One, 1099673-BCBT, undefined, undefined, undefined, undefined, 637501711cb69837c653027f, Hoka One One Ora Recovery Slide 2, Blue Coral/Butterfly, , 
Hoka One One Challenger ATR 6 Ombre Blue Green Sheen, Hoka One One, 1106510-OBGS, 140, undefined, undefined, undefined, 637501711cb69837c6530280, Hoka One One Challenger ATR 6, Ombre Blue/Green Sheen, , 
Hoka One One Solimar Black White, Hoka One One, 1123074-BWHT, 125, undefined, undefined, undefined, 637501711cb69837c6530281, Hoka One One Solimar, Black/White, , 
Hoka One One Gaviota 4 Blue Graphite (Wide), Hoka One One, 1123200-BBGP, 170, undefined, undefined, undefined, 637501711cb69837c6530282, Hoka One One Gaviota 4, Bluing/Blue Graphite, , 
Hoka One One M Cavu Black, Hoka One One, 1019281, 135, undefined, undefined, undefined, 637501711cb69837c6530283, Hoka One One M Cavu, Black/White, , 
Hoka One OneHupana Slip Nine Iron (W), Hoka One One, 1094002, 120, undefined, undefined, undefined, 637501711cb69837c6530284, Hoka One OneHupana Slip, Nine Iron/Steel Grey, , 
Hoka One One Solimar Harbor Mist Castlerock, Hoka One One, 1123074-HMCS, 125, undefined, undefined, undefined, 637501711cb69837c6530285, Hoka One One Solimar, Harbor Mist/Castlerock, , 
Hoka One OneVanquish 2 Acid (W), Hoka One One, 1011361, 160, undefined, undefined, undefined, 637501711cb69837c6530286, Hoka One OneVanquish 2, Acid/Fushia, , 
Hoka One One Arahi 6 Summer Song Mountain Spring, Hoka One One, 1123194-SSMS, 140, undefined, 750, undefined, 637501711cb69837c6530287, Hoka One One Arahi 6, Summer Song/Mountain Spring, , 
Hoka One One Clifton 8 Blanc De Blanc Illuminating Yellow, Hoka One One, 1119393-BDBI, 140, undefined, 224, undefined, 637501711cb69837c6530288, Hoka One One Clifton 8, Blanc De Blanc/Illuminating, , 
Hoka One One Arahi 6 Nimbus Cloud Blanc De Blanc, Hoka One One, 1123194-NCBDB, 140, undefined, 116, undefined, 637501711cb69837c6530289, Hoka One One Arahi 6, Nimbus Cloud/Blanc De Blanc, , 
Hoka One One Arahi 6 Black White, Hoka One One, 1123194-BWHT, 140, undefined, 282, undefined, 637501711cb69837c653028a, Hoka One One Arahi 6, Black/White, , 
Hoka One One Challenger ATR 6 Black Thyme, Hoka One One, 1106510-BTYM, 140, undefined, 121, undefined, 637501711cb69837c653028b, Hoka One One Challenger ATR 6, Black/Thyme, , 
Hoka One One Clifton Edge Outer Space Orchid Hush (W), Hoka One One, 1110511-OSOH, 160, undefined, undefined, undefined, 637501711cb69837c653028c, Hoka One One Clifton Edge, Outer Space/Orchid Hush, 2020-07-01, 
Hoka One One Gaviota 4 Blue Fog Plein Air, Hoka One One, 1123199-BFPA, 170, undefined, undefined, undefined, 637501711cb69837c653028d, Hoka One One Gaviota 4, Blue Fog/Plein Air, , 
Hoka One One Ironman Mach 5 Evening Primrose Kayaking, Hoka One One, 1138474-EPKY, 150, undefined, undefined, undefined, 637501711cb69837c653028e, Hoka One One Ironman Mach 5, Evening Primrose/Kayaking, , 
Hoka One One Clifton Edge Citrus (W), Hoka One One, 1110511-CSWH, 160, undefined, undefined, undefined, 637501711cb69837c653028f, Hoka One One Clifton Edge, Citrus/White, 2020-07-01, 
Hoka One One Bondi X Yellow Pear (W), Hoka One One, 1113513-YPRY, 200, undefined, 182, undefined, 637501711cb69837c6530290, Hoka One One Bondi X, Yellow Pear/Radiant Yellow, 2022-03-26, 
Hoka One One Challenger ATR 6 Provincial Blue Carrot, Hoka One One, 1106510-PBCT, 140, undefined, undefined, undefined, 637501711cb69837c6530291, Hoka One One Challenger ATR 6, Provincial Blue/Carrot, , 
Hoka One One Challenger ATR 6 Fiesta Black, Hoka One One, 1106510-FTBC, 140, undefined, undefined, undefined, 637501711cb69837c6530292, Hoka One One Challenger ATR 6, Fiesta/Black, , 
Hoka One One Solimar Blue Coral Butterfly, Hoka One One, 1123074-BCBT, 125, undefined, undefined, undefined, 637501711cb69837c6530293, Hoka One One Solimar, Blue Coral/Butterfly, , 
Hoka One One Challenger ATR 6 Outer Space Atlantis Blue, Hoka One One, 1106510-OSAT, 140, undefined, 116, undefined, 637501711cb69837c6530294, Hoka One One Challenger ATR 6, Outer Space/Atlantis, , 
Hoka One One Rocket X Scuba Blue (All Gender), Hoka One One, 1113532-SBLGR, 180, undefined, undefined, undefined, 637501711cb69837c6530295, Hoka One One Rocket X, Scuba Blue/Luminary Green, , 
Hoka One One Rocket X Blue Glass Evening Primrose (All Gender), Hoka One One, 1113532-BGEPR, 180, undefined, undefined, undefined, 637501711cb69837c6530296, Hoka One One Rocket X, Blue Glass/Evening Primrose, 2021-01-01, 
Hoka One One Clifton 8 Summer Song Ice Flow Orange (W), Hoka One One, 1119394-SSIF, 140, undefined, 750, undefined, 637501711cb69837c6530297, Hoka One One Clifton 8, Summer Song/Ice Flow, , 
Hoka Ora Luxe White Camellia (All Gender), Hoka One One, 1134150-WCLL, 80, undefined, 270, undefined, 637501711cb69837c6530298, Hoka Ora Luxe, White/Camellia, , 
Hoka One One Arahi 6 Blue Graphite Blue Coral, Hoka One One, 1123194-BGBCR, 140, undefined, 280, undefined, 637501711cb69837c6530299, Hoka One One Arahi 6, Blue Graphite/Blue Coral, , 
Hoka One One Arahi 6 Fiesta Amber Yellow, Hoka One One, 1123194-FAYW, 140, undefined, 131, undefined, 637501711cb69837c653029a, Hoka One One Arahi 6, Fiesta/Amber Yellow, , 
Hoka One One Clifton 8 Nimbus Cloud Yellow Red, Hoka One One, 1119393-NCBDB, 140, undefined, undefined, undefined, 637501711cb69837c653029b, Hoka One One Clifton 8, Nimbus Cloud/Blanc De Blanc, , 
Hoka One One Clifton 8 Fiesta Orange Purple, Hoka One One, 1119393-FBLN, 140, undefined, undefined, undefined, 637501711cb69837c653029c, Hoka One One Clifton 8, Fiesta/Bluing, , 
Hoka One One Arahi 6 Outer Space Bellwether Blue, Hoka One One, 1123194-OSBB, 140, undefined, undefined, undefined, 637501711cb69837c653029d, Hoka One One Arahi 6, Outer Space/Bellwether Blue, , 
Hoka One One Solimar Festival Fuchsia Butterfly (W), Hoka One One, 1123075-FFBT, 125, undefined, undefined, undefined, 637501711cb69837c653029e, Hoka One One Solimar, Festival Fuchsia/Butterfly, , 
Hoka One One Solimar Blanc De Blanc Blue Glass (W), Hoka One One, 1123075-BDBBG, 125, undefined, undefined, undefined, 637501711cb69837c653029f, Hoka One One Solimar, Blanc De Blanc/Blue Glass, , 
Hoka One One Solimar Black White (W), Hoka One One, 1123075-BWHT, 125, undefined, undefined, undefined, 637501711cb69837c65302a0, Hoka One One Solimar, Black/White, , 
Hoka One One Kaha 2 High Gore-Tex Cappuccino Baked Clay, Hoka One One, 1123155-CBCLY, 240, undefined, undefined, undefined, 637501711cb69837c65302a1, Hoka One One Kaha 2 High Gore-Tex, Cappuccino/Baked Clay, , 
Hoka One One Gaviota 4 Harbor Mist Buttterfly, Hoka One One, 1123198-HMBT, 170, undefined, undefined, undefined, 637501711cb69837c65302a2, Hoka One One Gaviota 4, Harbor Mist/Buttterfly, , 
Hoka One One Clifton 8 Goblin Blue Mountain Spring, Hoka One One, 1119393-GBMS, 140, undefined, 228, undefined, 637501711cb69837c65302a3, Hoka One One Clifton 8, Goblin Blue/Mountain Spring, , 
Hoka One One Challenger ATR 6 Blue Coral Evening Primrose, Hoka One One, 1106510-BCEP, 140, undefined, undefined, undefined, 637501711cb69837c65302a4, Hoka One One Challenger ATR 6, Blue Coral/Evening Primrose, , 
Jordan 1 Low SE Homage Split White Black (W), Jordan, DR0502-101, 120, 102, 79, 79, 637501711cb69837c65302a5, Jordan 1 Low SE, White/White/Black, 2022-09-22, 
Nike Zoom Fly 5 A.I.R. Hola Lou, Nike, DR9837-001, 140, 120, 139, 139, 637501711cb69837c65302a6, Nike Zoom Fly 5, Black/Phantom-Ale Brown-Racer Blue-Team Orange, 2022-08-11, 
Jordan 1 Retro High Homage To Home (Non-numbered), Jordan, 861428-061, 160, 370, 320, 320, 637501711cb69837c65302a7, Jordan 1 Retro High, Black/University Red-White, 2018-05-19, The Air Jordan 1 Retro High OG NRG 'Homage to Home' pays tribute to Chicago and features a black and red leather upper as a nod to the Chicago Bulls’ team colors. Initially released only in Chicago some early versions of the sneaker are numbered and have ‘FROM’ and ‘FOR’ lettering on the heels.
Jordan 1 Retro High Homage To Home Chicago (Numbered), Jordan, AR9880-023, 160, 789, 650, 650, 637501711cb69837c65302a8, Jordan 1 Retro High, Black/University Red-White, 2018-04-21, An ode to Chicago the Air Jordan 1 Retro High OG H2H 'CHI 312' splits it upper down the middle and dresses its medial side in the classic ‘Bred’ colorway and its lateral side in the iconic ‘Chicago’ colorway. The inside heel is stitched with ‘2300’ lettering as that was the number of pairs released exclusively in the Illinois city.
adidas Y-3 Hokori Black Core White, adidas, GX1059, 250, 189, 159, 159, 637501711cb69837c65302a9, adidas Y-3 Hokori, Black/Black/Core White, , 
Nike SB Dunk High Georgetown Hoyas, Nike, 313171-440, 120, 650, 350, 150, 637501711cb69837c65302aa, Nike SB Dunk High, Dark Obsidian/Dark Obsidian-Wolf Grey, , 
adidas Y-3 Hokori III Black Black Core White, adidas, HQ5968, undefined, 264, 527, 527, 637501711cb69837c65302ab, adidas Y-3 Hokori III, Black/Black/Core White, , 
adidas Y-3 Hokori II Clear Brown, adidas, Q47109, 300, 345, 359, 359, 637501711cb69837c65302ac, adidas Y-3 Hokori II, Clear Brown/Red/Black, 2021-04-16, 
adidas Y-3 Hokori III Memories of Orange, adidas, HR1976, undefined, 279, 290, 290, 637501711cb69837c65302ad, adidas Y-3 Hokori III, Core White/Cream White/Orange, , 
ASICS Gel-Lyte III Ronnie Fieg Homage, ASICS, H54FK-6540, 325, 500, 450, 450, 637501711cb69837c65302ae, ASICS Gel-Lyte III, Multi-Color/Multi-Color, 2015-12-23, The Ronnie Fieg x Gel Lyte 3 'Homage' released in December 2015 at Art Basel Miami. Designed to celebrate the 25th anniversary of the Gel Lyte 3 as well as the 25 colorways of the silhouette created by Ronnie Fieg the shoe emerges with a 'What The'-style mashup design that includes elements from 13 Ronnie Fieg designs. Those colorways include the 'Salmon Toe' 'Cove' and 'Leatherback.'
adidas Y-3 Hokori II Chalk White, adidas, Q47353, 300, 345, 257, 257, 637501711cb69837c65302af, adidas Y-3 Hokori II, Core White/Black/Chalk White, , 
ASICS Gel-Lyte III Ronnie Fieg Homage (Special Box), ASICS, H54FK-6540, 325, 555, 450, 450, 637501711cb69837c65302b0, ASICS Gel-Lyte III, Multi-Color/Multi-Color, 2015-12-23, The Ronnie Fieg x Gel Lyte 3 'Homage' released in December 2015 at Art Basel Miami. Designed to celebrate the 25th anniversary of the Gel Lyte 3 as well as the 25 colorways of the silhouette created by Ronnie Fieg the shoe emerges with a 'What The'-style mashup design that includes elements from 13 Ronnie Fieg designs. Those colorways include the 'Salmon Toe' 'Cove' and 'Leatherback.'
adidas Y-3 Hokori Sandal Black Mint Cyan, adidas, GX1056, 280, 247, 199, 199, 637501711cb69837c65302b1, adidas Y-3 Hokori Sandal, Black/Mint/Bright Cyan, , 
Jordan 22 OG Josh Howard PE, Jordan, 317141-141, 150, 325, undefined, undefined, 637501711cb69837c65302b2, Jordan 22 OG, White/Midnight Navy-Silver, 2007-10-06, 
Reebok Workout Low Clean Homage, Reebok, BD1966, 100, 110, 109, 109, 637501711cb69837c65302b3, Reebok Workout Low Clean, Classic White/Urban Grey, 2017-01-01, 
Nike Air Zoom Pegasus 39 A.I.R. Hola Lou, Nike, DO9500-300, 125, 109, 109, 109, 637501711cb69837c65302b4, Nike Air Zoom Pegasus 39, Gorge Green/Ale Brown/Team Orange, , 
Chalk Line Hulk Hogan Mr America 2003 Entrance Shorts Red/White/Blue, Chalk Line, CLA50180224, 55, 55, undefined, undefined, 637501711cb69837c65302b5, Chalk Line Hulk Hogan Mr America 2003 Entrance, Red/White/Blue, 2022-07-15, No better way to celebrate the 4th of July than with Mr. America! The Hulk Hogan Mr America 2003 Entrance Shorts are an homage to the masked persona Hogan took on after a political skirmish with Vince McMahon. "I am not Hulk Hogan brother!"
Nike Hakata Just Do It Pack White, Nike, AQ9336-100, 80, undefined, undefined, undefined, 637501711cb69837c65302b6, Nike Hakata, White/Black-Total Orange, 2018-08-02, 
Nike Hakata Just Do It Pack Black, Nike, AQ9336-001, 80, undefined, undefined, undefined, 637501711cb69837c65302b7, Nike Hakata, Black/White-Total Orange, 2018-08-02, 
The Hundreds Hoya Wish Peacock, The Hundreds, F12W110014, undefined, undefined, undefined, undefined, 637501711cb69837c65302b8, The Hundreds Hoya, Navy/Peacock, 2012-12-14, 
Jordan 1 Low SE Homage Split Gym Red Cement Grey (W), Jordan, DR0502-600, 110, undefined, 101, 101, 637501711cb69837c65302b9, Jordan 1 Low SE, Gym Red/Cement Grey/Black/White, 2022-11-02, 
adidas AdiPower Howard 2 Orange/White-Gold, adidas, G48898, undefined, undefined, undefined, undefined, 637501711cb69837c65302ba, adidas AdiPower Howard 2, Orange/White-Gold, , 
